alpha,conflict,beta,error,addrcity,addrpostcode,addrstreet,building,buildinglevels,image,loc_name,mapillary,name,namede,nameen,namees,namefr,namenl,namepcd,namezh,refUrbIS,rooflevels,tourism,wheelchair,wikidata,wikipedia,addrcityfr,addrcitynl,addrhousenumber,addrstreetfr,addrstreetnl,nameetymologywikidata,sourcegeometryref,sourcegeometryversion,contactwebsite,opening_hours,operator,sensortype,shop,surveillance,surveillanceoperator,surveillancetype,addrcountry,source,proposedname,construction,office,height,layer,location,min_height,level,roofmaterial,roofshape,brand,brandwikidata,brandwikipedia,contactfacebook,contactinstagram,fax,internet_access,internet_accessfee,phone,rooms,smoking,stars,start_date,website,air_conditioning,bar,reservation,amenity,contactphone,dispensing,healthcare,opening_hourssigned,description,contactlinkedin,outdoor_seating,brewery,craft,microbrewery,contactemail,note,cuisine,alt_name,toiletswheelchair,dietvegan,dietvegetarian,toilets,toiletsaccess,toiletsdescription,toiletsfee,old_name,sport,gay,alt_namees,denomination,religion,wikipedianl,operatorwikidata,internet_accessssid,operatortype,shelter_type,takeaway,area,bicycle,highway,lit,namear,nameit,nameja,namela,namelanguage,nameli,nameml,namevls,place,surface,wheelchairdescription,alt_nameen,barrier,heritagewebsite,historic,man_made,towertype,email,contactfax,short_name,crossing,crossingisland,tactile_paving,crossing_ref,button_operated,traffic_signalssound,direction,traffic_signals,traffic_signalsdirection,maxspeed,oneway,onewaybicycle,sourcemaxspeed,short_namefr,short_namenl,cyclewayright,lanes,lanespsv,parkingconditionright,parkinglaneleft,parkinglaneright,busway,sidewalk,cyclewayleft,onewaypsv,lane_markings,footwaysurface,cycleway,access,tunnel,service,foot,indoor,covered,conveying,footway,noname,bus,public_transport,emergency,horse,motor_vehicle,taxi,vehicle,route_ref
amenity,amenity,pub,no,Bruxelles - Brussel,1000.0,Rue Antoine Dansaert - Antoine Dansaertstraat,yes,,,,,L' Archiduc,,,,,,,,6151604.0,,,yes,,,Bruxelles,Brussel,6,Rue Antoine Dansaert,Antoine Dansaertstraat,,,,,Mo-Su 16:00-05:00,,,,,,,BE,,,,,,,,,,,,,,,,,,,,,,no,,,http://www.archiduc.net/,,,,pub,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,pub,no,Bruxelles - Brussel,1000.0,Rue du Pont de la Carpe - Karperbrug,yes,,,,,Bizon,,,,,,,,8185655.0,,,no,,,Bruxelles,Brussel,5;7,Rue du Pont de la Carpe,Karperbrug,,Urbis/8185655,6.0,,"Mo-Su 00:00-02:00,18:00-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,http://www.cafebizon.com/,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,pub,no,Bruxelles - Brussel,1000.0,Rue des Chartreux - Kartuizersstraat,,,,,,Cobra,,,,,,,,8187083.0,,,,,,Bruxelles,Brussel,1,Rue des Chartreux,Kartuizersstraat,,,,,Mo-Su 17:30-02:00,,,,,,,BE,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,pub,no,Bruxelles - Brussel,1000.0,Place Saint-GÃ©ry - Sint-Goriksplein,,,,,,Gecko,,,,,,,,8185479.0,,,,,,Bruxelles,Brussel,16,Place Saint-GÃ©ry,Sint-Goriksplein,,,,,Mo-Su 09:00-02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,http://www.geckococktailbar.be/,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,pub,no,Bruxelles - Brussel,1000.0,Rue Saint-Christophe - Sint-Kristoffelsstraat,yes,,,,,CafÃ© Lava,,,,,,,,6048852.0,,,,,,Bruxelles,Brussel,20,Rue Saint-Christophe,Sint-Kristoffelsstraat,,Urbis/6048852,6.0,,Mo-Su 16:00-03:00,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,isolated,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,pub,no,,,,,,,,,Le Coq,,,,,,,,,,,,,,,,,,,,,,,"Mo-Su 00:00-02:00,11:00-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,pub,no,Bruxelles - Brussel,1000.0,Rue Jules Van Praet - Jules Van Praetstraat,yes,,,,,Le Roi des Belges,,,,,,,,8185327.0,,,limited,,,Bruxelles,Brussel,,,,,Urbis/8185327,6.0,,"Mo-Su 00:00-02:00,10:00-24:00",,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,no,,,,,,,pub,+32 2 5135116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,pub,no,Bruxelles - Brussel,1000.0,Rue du Pont de la Carpe - Karperbrug,,,,,,Mappa Mundo,,,,,,,,,,,no,,,Bruxelles,Brussel,02-jun,Rue du Pont de la Carpe,Karperbrug,,,,,"Mo-Su 00:00-02:00,10:00-24:00",,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,no,,,,,,,pub,,,,,,,,,,,,Housenumber from receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,pub,no,Bruxelles - Brussel,1000.0,Place Saint-GÃ©ry - Sint-Goriksplein,,,,,,Zebra bar,,,,,,,,,,,limited,,,Bruxelles,Brussel,33,Place Saint-GÃ©ry,Sint-Goriksplein,,,,,Mo-Su 11:00-01:00,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,no,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,table_soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,pub,no,,,,yes,,,,,O'Reilly's,,,,,,,,8181865.0,,,no,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,wlan,no,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,pub,no,Bruxelles - Brussel,1000.0,Rue des Pierres - Steenstraat,yes,,,,,Windsurf,,,,,,,,8183903.0,,,,,,Bruxelles,Brussel,14,Rue des Pierres,Steenstraat,,Urbis/8183903,6.0,,,,,,,,,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,gay friendly,,,,,,,,,,,,welcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,place_of_worship,no,Bruxelles - Brussel,1000.0,Place Sainte-Catherine - Sint-Katelijneplein,church,,https://commons.wikimedia.org/wiki/File:Brussel-Sint-Katelijnekerk_(1).jpg,,,Ãglise Sainte-Catherine - Sint-Katelijnekerk,Katharinenkirche,,,Ãglise Sainte-Catherine,Sint-Katelijnekerk,,,,,attraction,,Q1903443,fr:Ãglise Sainte-Catherine de Bruxelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,Iglesia_Santa_Catalina,roman_catholic,christian,Sint-Katelijnekerk (Brussel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,place_of_worship,no,Bruxelles - Brussel,1000.0,Rue de la Grande Ãle - Groot Eiland,yes,,,,,Ãglise Notre-Dame aux Riches Claires - Onze-Lieve-Vrouw-ter-Rijke-Klarenkerk,,,,Ãglise Notre-Dame aux Riches Claires,Onze-Lieve-Vrouw-ter-Rijke-Klarenkerk,,,8187499.0,,,,Q3580452,fr:Ãglise Notre-Dame aux Riches Claires,Bruxelles,Brussel,21,Rue de la Grande Ãle,Groot Eiland,,Urbis/8187499,6.0,,,,,,,,,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,catholic,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,place_of_worship,no,Bruxelles - Brussel,1000.0,Place du Nouveau MarchÃ© aux Grains - Nieuwe Graanmarkt,yes,,,,,ArmÃ©e du Salut - Leger des Heils,,The Salvation Army,,ArmÃ©e du Salut,Leger des Heils,,,8318497.0,,,,,,,,34-35,,,,Urbis/8318497,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+32 2 513 39 04,,,,,https://www.armeedusalut.be/,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,salvation_army,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,place_of_worship,no,Bruxelles - Brussel,1000.0,Petite rue au Beurre - Korte Boterstraat,church,,https://commons.wikimedia.org/wiki/File:Bruxelles_-_Eglise_Saint-Nicolas_01.JPG,,https://www.mapillary.com/map/im/1hv7HPZVsJ2waHYj0Xwa3r,Ãglise Saint-Nicolas - Sint-Niklaaskerk,Nikolaikirche,,,Ãglise Saint-Nicolas,Sint-Niklaaskerk,,,8187687.0,,,,Q2762071,fr:Ãglise Saint-Nicolas (Bruxelles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,https://images.mapillary.com/1hv7HPZVsJ2waHYj0Xwa3r/thumb-2048.jpg,,,,,,,,,,,,,,,,,,,,,roman_catholic,christian,Sint-Niklaaskerk (Brussel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,college,no,Bruxelles - Brussel,1000.0,Rue Antoine Dansaert - Antoine Dansaertstraat,,,,,,RITCS â Campus Dansaert,,,,,,,,,,,,,,,,70,,,,,,,,Erasmushogeschool Brussel,,,,,,,,,,,,,,,,,,,,,,,,yes,customers,,,,,,https://www.ritcs.be,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q524713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,college,no,Bruxelles - Brussel,1000.0,Zespenningenstraat,,,,,,Erasmushogeschool Brussel â Campus Bloemenhof,,,,,,,,,,,,,,,,70,,,,,,,,Erasmushogeschool Brussel,,,,,,,,,,,,,,,,,,,,,,,,wlan,customers,,,,,,https://www.erasmushogeschool.be/nl/campus-bloemenhof,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q524713,Eduroam,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,,shelter,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,ice_cream,yes,Bruxelles - Brussel,,Galerie de la Reine - Koninginnegalerij,,,,,,HÃ¤agen-Dazs,,,,,,,,,,,yes,,,,,1,,,,,,http://www.haagen-dazs.be,,,,,,,,,,,,,,,,,,,,HÃ¤agen-Dazs,Q1143333,en:HÃ¤agen-Dazs,,,,,,,,,,,,,,,ice_cream,,,,,,,,,,,,,ice_cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,ice_cream,yes,,,,,,,,,Australian,,,,,,,,,,,,,,,,,,,,,,https://australianice.be/fr/brx_grand_place.html,"Mo-Su, PH 09:00-20:00",,,confectionery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice_cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,ice_cream,yes,,,,,,,,,Be Waffle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice_cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,,pharmacy,yes,,,,,,,,,Reine Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,yes,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism,attraction,no,,,,,,,,,Saint Gery Residence,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism,attraction,no,,,,,,,,,Grand-Place - Grote Markt,GroÃer Markt,Grand Place,,Grand-Place,Grote Markt,Grand-Plache,å¸é²å¡å°å¤§å¹¿åº,,,attraction,yes,Q215429,en:Grand Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,yes,yes,pedestrian,yes,Ø§ÙÙÙØ¯Ø§Ù Ø§ÙÙØ¨ÙØ±,Grand Place,ã°ã©ã³ãã©ã¹,Forum Maximum,fr - nl,Groate Mert,à´àµà´°à´¾àµ»à´¡àµ à´ªàµà´²àµà´¸àµ,GrÃ´te Markt,square,sett,"The entries to the place are OK, the cobblestone covering not so much. The buildings and some of the beer terrasses are not accessible.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism,attraction,no,Bruxelles - Brussel,1000.0,Place de la Bourse - Beursplein,public,2.0,https://images.mapillary.com/G8HzHBp7dHJCapdMlSnBhU/thumb-2048.jpg,Beuzze,https://www.mapillary.com/map/im/G8HzHBp7dHJCapdMlSnBhU,Bourse - Beurs,BÃ¶rse,Stock Exchange,Bolsa,Bourse,Beurs,Bourse,å¸é²å¡å°è¯å¸äº¤ææ,8186511.0,1.0,attraction,no,Q28485845,en:Brussels Stock Exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism,attraction,no,Bruxelles - Brussel,1000.0,Place Sainte-Catherine - Sint-Katelijneplein,church,,https://commons.wikimedia.org/wiki/File:Brussel-Sint-Katelijnekerk_(1).jpg,,,Ãglise Sainte-Catherine - Sint-Katelijnekerk,Katharinenkirche,,,Ãglise Sainte-Catherine,Sint-Katelijnekerk,,,,,attraction,,Q1903443,fr:Ãglise Sainte-Catherine de Bruxelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,Iglesia_Santa_Catalina,roman_catholic,christian,Sint-Katelijnekerk (Brussel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism,attraction,no,Brussel - Bruxelles,1000.0,Place Sainte-Catherine - Sint-Katelijneplein,yes,,,,,Tour Noire - Zwarte Toren,,,,Tour Noire,Zwarte Toren,,,6052070.0,,attraction,,Q3533138,,Bruxelles,Brussel,29,Place Sainte-Catherine,Sint-Katelijneplein,,Urbis/6052070,6.0,,,,,,,,,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torre_Negra,,,,,,,,,,,,,,,,,,,,,,,,Black Tower,city_wall,http://www.irismonument.be/nl.Brussel_Vijfhoek.Sint-Katelijneplein.29.html,tower,tower,defensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism,attraction,no,Bruxelles - Brussel,1000.0,Rue des Chartreux - Kartuizersstraat,yes,,,,,CafÃ© Greenwich,,,,,,,,8186465.0,,attraction,,,,Bruxelles,Brussel,5;7,Rue des Chartreux,Kartuizersstraat,,Urbis/8186465,6.0,,,,,,,,,BE,,,,,,,,,,,,,,,,,,,,,,,,1914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://monument.heritage.brussels/fr/Bruxelles_Pentagone/Rue_des_Chartreux/5/32248,building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,Bruxelles - Brussel,1000.0,Rue du MarchÃ© aux Poulets - Kiekenmarkt,,,,,,HÃ´tel Saint-Nicolas,,,,,,,,8187407.0,,hotel,,,,Bruxelles,Brussel,34,Rue du MarchÃ© aux Poulets,Kiekenmarkt,,,,http://www.st-nicolas.be,,,,,,,,BE,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,+32 2 2190440,,,,,,,,,,reception@st-nicolas.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,Bruxelles - Brussel,1000.0,Rue Joseph Plateau - Josef Plateaustraat,,,,,,Ibis Brussels Centre St Catherine,,,,,,,,,,hotel,,,,,,2,,,,,,http://www.ibis.com/fr/hotel-1454-ibis-brussels-centre-st-catherine/index.shtml,,Accor,,,,,,BE,,,,,,,,,,,,,,,,,,yes,no,,,,3.0,,,,,,,+32 2 5137620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,Bruxelles - Brussel,1000.0,Rue Antoine Dansaert - Antoine Dansaertstraat,,,,,,Dansaert Hotel,,,,,,,,,,hotel,,,,,,11,,,,,,http://dansaerthotel.com,,,,,,,,BE,,,,,,,,,,,,,,,,,,,,+32 2 512 60 10,41.0,,3.0,,http://dansaerthotel.com,,,,,,,,,,,,,,,reservations@dansaerthotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reservations@dansaerthotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,Bruxelles - Brussel,1000.0,Place Saint-GÃ©ry - Sint-Goriksplein,,,,,,Hotel Saint-GÃ©ry,,,,,,,,,,hotel,,,,,,29-32,,,,,,https://www.hotelstgery.com,,,,,,,,BE,,,,,,,,,,,,,,,,,,wlan,no,,24.0,,3.0,,,,,,,+32 2 204 06 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,Bruxelles - Brussel,1000.0,Rue Antoine Dansaert - Antoine Dansaertstraat,yes,,,,,Pacific,,,,,,,,8315545.0,,hotel,,,,Bruxelles,Brussel,57,Rue Antoine Dansaert,Antoine Dansaertstraat,,Urbis/8315545,6.0,,,,,,,,,BE,,,,,,,,,,,,,,,,,,wlan,,+32 2 833 30 40,13.0,,3.0,,http://www.hotelcafepacific.com,,,,,,,,,,,,,,,,,,HÃ´tel CafÃ© Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,Bruxelles - Brussel,1000.0,Rue de la Vierge Noire - Zwarte Lievevrouwstraat,yes,,,,,Novotel Brussels Centre Tour Noire,,,,,,,,8316749.0,,hotel,,,,,,24;26;28;32;50,Rue de la Vierge Noire,Zwarte Lievevrouwstraat,,Urbis/8316749,6.0,,,Accor,,,,,,BE,,,,,,,,,,,,,,,,,,wlan,,+32 2 620 04 28,217.0,no,4.0,,http://www.novotel.com/gb/hotel-2122-novotel-brussels-centre-tour-noire/index.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,Bruxelles - Brussel,1000.0,Rue du Vieux MarchÃ© aux Grains - Oude Graanmarkt,,,,,,Atlas,,,,,,,,,,hotel,,,,,,30,,,,,,,,,,,,,,BE,,,,,,,,,,,,,,,,,,,,+32 2 502 60 06,,,3.0,,http://www.atlas-hotel.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,,,,,,,,,Brussels Marriott Hotel Grand Place,,,,,,,,8186351.0,,hotel,,,,,,,,,,,,https://www.marriott.com/search/hotelQuickView.mi?propertyId=BRUDT&brandCode=MC&marshaCode=BRUDT,,Marriott,,,,,,,,,,,,,,,,,,,,,,,,wlan,no,,,,4.0,,,,,,,+32 2 516 90 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+32 2 516 90 00,Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,,,,yes,,,,,Orts Hotel,,,,,,,,8181827.0,,hotel,,,,,,,,,,Urbis/8181827,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,+32 2 450 22 01,wlan,,+32 2 450 22 00,,,3.0,,https://hotelorts.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,amenity shop,vacant,yes,,,,,,,,,,,,,,,,,,,vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,Bruxelles - Brussel,1000.0,Rue du MarchÃ© aux Fromages - Kaasmarkt,,,,,,Mozart,,,,,,,,8184663.0,,hotel,,,,,,23,,,,,,,,,,,,,,BE,,,,,,,,,,,,,,,,,,wlan,,+32 2 502 66 61,,,3.0,,http://www.hotel-mozart.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,Bruxelles - Brussel,1000.0,Rue de la Montagne - Bergstraat,,,,,,The Moon,,,,,,,,8189247.0,,hotel,,,,Bruxelles,Brussel,4B,Rue de la Montagne,Bergstraat,,,,,,,,,,,,BE,,,,,,,,,,,,,,,,,,,,+32 2 508 15 80,,,2.0,,https://www.hotelthemoon.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,,,,,,,,,Le DixseptiÃ¨me,,,,,,,,,,hotel,,,,,,,,,,,,https://www.ledixseptieme.be/,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/hotelledixseptieme,,,,,,,,4.0,,,,,,,+32 2 517 17 17,,,,,,,,,,info@ledixseptieme.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@ledixseptieme.be,+32 2 502 64 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,Bruxelles - Brussel,1000.0,Rue de la Montagne - Bergstraat,,,,,,La Madeleine,,,,,,,,,,hotel,,,,,,20-22,,,,,,,,,,,,,,BE,,,,,,,,,,,,,,,,,,,,+32 2 513 29 73,,,2.0,,http://www.hotel-la-madeleine.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,tourism building,hotel,no,Bruxelles - Brussel,1000.0,Rue du MarchÃ© aux Herbes - Grasmarkt,yes,5.0,,,,Ibis Grand Place,,,,,,,,,,hotel,,,,,,100,,,,Urbis/8188499,6.0,,,Accor,,,,,,BE,,,,,,,,,,,,Accor,Q212599,en:Accor,,,,wlan,,+32 2 620 04 27,184.0,,3.0,,http://ibishotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
