id,alpha,alphap,beta,error
4847966677,amenity,diet:gluten_free,cafe,no
4906115421,amenity,name:it,restaurant,no
5188179714,amenity,female,toilets,no
5188179714,amenity,level,toilets,no
5188179714,amenity,male,toilets,no
5801329944,amenity,description:de,drinking_water,no
7085935353,amenity,access,drinking_water,no
7085935353,amenity,fee,drinking_water,no
9108120217,amenity,name,drinking_water,no
9108120217,amenity,name:en,drinking_water,no
9108120217,amenity,name:fr,drinking_water,no
140343312,amenity,surface,parking,yes
32631124,amenity,fax,cafe,yes
32631124,amenity,start_date,cafe,no
32631124,amenity,url,cafe,yes
248973732,amenity,functional,drinking_water,yes
251774233,amenity,created_by,drinking_water,yes
279379894,amenity,created_by,place_of_worship,yes
469752228,amenity,wetap:status,drinking_water,yes
469752228,amenity,wetap:statusnote,drinking_water,yes
621424114,amenity,name:de,cafe,no
766869078,amenity,email,bar,yes
766869078,amenity,historic,bar,yes
766869078,amenity,wikidata,bar,no
1253159209,amenity,diet:gluten_free,restaurant,no
1253210982,amenity,access,drinking_water,no
1253210982,amenity,fee,drinking_water,no
1277743956,amenity,note,fountain,no
1324437899,amenity,addr:country,pharmacy,no
1324437899,amenity,fax,pharmacy,yes
1326896537,amenity,name:sv,fountain,no
1542247936,amenity,check_date:capacity,bicycle_parking,yes
1662148782,amenity,wheelchair,pharmacy,no
1703104111,amenity,name:zh,restaurant,no
1703104111,amenity,payment:credit_cards,restaurant,no
1732938324,amenity,email,place_of_worship,yes
1732938324,amenity,fax,place_of_worship,yes
1732938324,amenity,phone,place_of_worship,yes
2139860370,amenity,contact:facebook,restaurant,no
2139860370,amenity,contact:instagram,restaurant,no
2139860370,amenity,contact:twitter,restaurant,no
2139860370,amenity,name:ko,restaurant,no
2139917819,amenity,branch,fast_food,yes
2139923602,amenity,toilets:wheelchair,fast_food,no
2244914145,amenity,capacity,restaurant,no
2274819351,amenity,addr:country,ice_cream,no
2274819351,amenity,source,ice_cream,no
2296865963,amenity,name:it,bar,no
2309328470,amenity,restaurant:type:it,restaurant,yes
2373132879,amenity,diet:vegan,cafe,no
2373132879,amenity,operator,cafe,no
2513694892,amenity,smoking,cafe,no
2773251980,amenity,internet_access:fee,fast_food,no
2773251980,amenity,stars,fast_food,yes
2773251980,amenity,tourism,fast_food,yes
2820204086,amenity,bar,restaurant,no
2820204086,amenity,reservation,restaurant,no
3061568282,amenity,name:zh,ice_cream,no
3445702332,amenity,name:zh,parking,no
3454192541,amenity,access,bicycle_parking,no
3454192541,amenity,name,bicycle_parking,no
3512103330,amenity,name:zh,bank,no
3578048539,amenity,email,cafe,yes
4131068216,amenity,name:de,ice_cream,no
4131068216,amenity,name:en,ice_cream,no
4131068216,amenity,name:it,ice_cream,no
4131068216,amenity,outdoor_seating,ice_cream,no
4204524689,amenity,access:covid19,pharmacy,no
4204524689,amenity,opening_hours:covid19,pharmacy,no
4228156691,amenity,diet:meat,restaurant,yes
4228156691,amenity,diet:organic,restaurant,yes
4228156691,amenity,ele,restaurant,yes
4228156691,amenity,name:tr,restaurant,no
4275707708,amenity,access:covid19,ice_cream,no
4275707708,amenity,delivery:covid19,ice_cream,yes
4275707708,amenity,opening_hours:covid19,ice_cream,no
4275707708,amenity,takeaway:covid19,ice_cream,no
4305867490,amenity,toilets:wheelchair,bar,no
4305867490,amenity,wheelchair,bar,no
4327423302,amenity,addr:country,bank,no
4327423302,amenity,branch,bank,yes
4352098190,amenity,diet:vegetarian,cafe,no
4359103293,amenity,name:en,cafe,no
4359103293,amenity,name:it,cafe,no
4359103293,amenity,name:tr,cafe,no
4370077891,amenity,addr:country,theatre,no
4370077891,amenity,email,theatre,yes
4370077891,amenity,fixme,theatre,no
4377755226,amenity,delivery,restaurant,no
4386801589,amenity,craft,fast_food,yes
4386801589,amenity,name:de,fast_food,no
4392501290,amenity,access:covid19,restaurant,no
4429530796,amenity,name:de,restaurant,no
4432657090,amenity,cuisine,bar,no
4432657090,amenity,internet_access,bar,no
4450594029,amenity,description,drinking_water,no
4450594029,amenity,tourism,drinking_water,yes
4779692288,amenity,name:ru,drinking_water,no
4909302623,amenity,brand,cafe,no
4909302623,amenity,brand:wikidata,cafe,no
4909302623,amenity,brand:wikipedia,cafe,no
5113891621,amenity,contact:website,restaurant,no
5113891621,amenity,theme,restaurant,yes
5250214844,amenity,brand,bar,no
5250297731,amenity,ref:vatin,fast_food,no
5288226126,amenity,opening_hours,bar,no
5407210321,amenity,name:fr,restaurant,no
5588906121,amenity,phone,bank,yes
5588906121,amenity,website,bank,no
5714873078,amenity,mapillary,fountain,yes
5762120853,amenity,drive_through,pharmacy,no
5829894185,amenity,official_name:en,bank,no
5829894185,amenity,official_name:it,bank,no
5829894185,amenity,wheelchair,bank,no
5898706684,amenity,brand:en,bank,yes
5898706684,amenity,brand:it,bank,yes
6124042638,amenity,survey:date,cafe,no
6173351211,amenity,toilets,restaurant,no
6181525986,amenity,name:ru,restaurant,no
6182286987,amenity,name:es,bar,no
6525506549,amenity,opening_hours,bicycle_parking,no
6525506549,amenity,operator,bicycle_parking,no
6874870585,amenity,name:ja,restaurant,no
7192871382,amenity,brand,pharmacy,no
7193332257,amenity,url,restaurant,yes
8907032485,amenity,level,restaurant,no
23914146,amenity,artist:wikidata,fountain,no
23914146,amenity,name:pt,fountain,no
52251976,amenity,building:levels,place_of_worship,yes
52251976,amenity,roof:shape,place_of_worship,yes
60517009,amenity,importance,place_of_worship,yes
134402239,amenity,park_ride,parking,no
140500932,amenity,surface,taxi,yes
201374573,amenity,loc_name,place_of_worship,no
201389491,amenity,source,theatre,no
201482365,amenity,name:cs,place_of_worship,no
201735344,amenity,architect,fountain,no
202076850,amenity,building,restaurant,yes
203944602,amenity,name:la,place_of_worship,no
447999165,amenity,building:part,place_of_worship,yes
662061852,amenity,website,fountain,no
486180484,amenity,capacity,drinking_water,no
486180484,amenity,image,drinking_water,yes
2347231254,amenity,toilets:wheelchair,toilets,no
6466631585,amenity,location,toilets,yes
6466631585,amenity,note,toilets,no
6897263476,amenity,drinking_water,toilets,no
24195546,amenity,capacity:disabled,parking,no
24195546,amenity,fee,parking,no
24195546,amenity,man_made,parking,yes
24195546,amenity,operator,parking,no
24195546,amenity,park_ride,parking,no
24195546,amenity,ref,parking,no
24195546,amenity,source,parking,no
24195546,amenity,surveillance,parking,no
44527163,amenity,architect,place_of_worship,no
44527163,amenity,architect:wikidata,place_of_worship,yes
44527163,amenity,architect:wikipedia,place_of_worship,yes
44527163,amenity,short_name,place_of_worship,no
111699749,amenity,roof:material,place_of_worship,yes
111699749,amenity,roof:shape,place_of_worship,yes
112132824,amenity,building,parking,yes
112969421,amenity,fountain,fountain,no
113800553,amenity,alt_name:nl,place_of_worship,no
130743575,amenity,start,place_of_worship,yes
154587665,amenity,capacity:women,parking,no
205541334,amenity,alt_name:de,place_of_worship,no
205541334,amenity,alt_name:mk,place_of_worship,no
205541334,amenity,alt_name:vi,place_of_worship,no
205541334,amenity,alt_name:zh,place_of_worship,no
205541334,amenity,fax,place_of_worship,yes
205541334,amenity,name:be,place_of_worship,no
205541334,amenity,name:pt,place_of_worship,no
205541334,amenity,name:vi,place_of_worship,no
205541334,amenity,official_name,place_of_worship,yes
205541334,amenity,phone,place_of_worship,yes
215289671,amenity,name:ca,place_of_worship,no
215289671,amenity,name:el,place_of_worship,no
215302734,amenity,indoor,place_of_worship,yes
215302734,amenity,layer,place_of_worship,yes
215302734,amenity,room,place_of_worship,yes
244928138,amenity,tourism,fountain,yes
244928138,amenity,wheelchair,fountain,no
244928574,amenity,wikipedia:es,fountain,no
881434721,amenity,addr:city,place_of_worship,no
881434721,amenity,addr:housenumber,place_of_worship,no
881434721,amenity,addr:postcode,place_of_worship,no
881434721,amenity,addr:street,place_of_worship,no
2312810333,highway,crossing:island,crossing,no
6402747563,highway,check_date:tactile_paving,crossing,yes
10140730,highway,cycleway:both,secondary,no
24167622,highway,bridge,footway,no
25420418,highway,foot,footway,no
25420418,highway,motorcar,footway,no
25420418,highway,tracktype,footway,no
27350500,highway,vehicle,pedestrian,no
32352953,highway,wikipedia,steps,no
50602468,highway,is_in:city,residential,no
102290906,highway,alt_name,residential,no
102290906,highway,official_name,residential,no
112167242,highway,pedestrians,footway,yes
123817451,highway,bridge,steps,no
123817451,highway,layer,steps,yes
123817479,highway,covered,service,no
123817480,highway,layer,service,yes
123817480,highway,tunnel,service,no
130471669,highway,surface,path,no
134576220,highway,note,footway,no
140383953,highway,source,pedestrian,no
245210493,highway,check_date:surface,service,yes
831190225,highway,is_in:city,service,no
995413540,highway,lit,steps,no
998810008,highway,tunnel,path,no
998877105,highway,historic,steps,yes
1000529940,highway,name:en,pedestrian,no
25418916,highway,railway,traffic_signals,yes
1421040573,highway,wheelchair,bus_stop,yes
1730948986,highway,note,bus_stop,no
2117572711,highway,operator:wikidata,bus_stop,yes
2132263616,highway,crossing,traffic_signals,no
5169965914,highway,kerb:left,crossing,yes
5169965914,highway,kerb:right,crossing,yes
5169965914,highway,supervised,crossing,no
5169965914,highway,wheelchair,crossing,no
5169965914,highway,wheelchair:description:en,crossing,yes
5604215222,highway,name:en,bus_stop,no
8106022887,highway,bicycle,crossing,no
4247949,highway,layer,tertiary,yes
4247949,highway,tunnel,tertiary,no
10639979,highway,parking:lane:right,pedestrian,no
23337313,highway,taxi,residential,no
23442372,highway,name:ja,tertiary,no
23442673,highway,is_in:city,unclassified,no
25632079,highway,motorcycle,pedestrian,no
25768068,highway,is_in:city,footway,no
25768068,highway,motorcar,footway,no
26784878,highway,alt_name:cs,pedestrian,no
26785551,highway,oneway,footway,no
28157922,highway,name:de,pedestrian,no
28160278,highway,odbl,residential,yes
28160297,highway,bus,residential,yes
28677879,highway,bicycle,residential,no
28867438,highway,foot,steps,no
35406491,highway,lanes:psv,residential,no
44098905,highway,busway,residential,no
48599202,highway,name:it,secondary,no
49304929,highway,name:it,tertiary,no
49305153,highway,psv:backward,tertiary,yes
54572041,highway,incline,pedestrian,no
93470432,highway,hgv:lanes:forward,secondary,yes
93470432,highway,lanes:psv:forward,secondary,yes
93470432,highway,motor_vehicle:lanes:forward,secondary,yes
93470432,highway,psv:lanes:forward,secondary,no
103392977,highway,source,residential,no
106769420,highway,noname,residential,no
108564729,highway,tourist_bus,tertiary,no
108570430,highway,busway,tertiary,no
108570430,highway,parking:condition:right,tertiary,no
108570430,highway,parking:lane:right,tertiary,no
118563951,highway,layer,unclassified,yes
129582441,highway,official_name,service,no
147125840,highway,cycleway:both,unclassified,no
147125840,highway,old_name,unclassified,no
147125845,highway,foot,tertiary,no
158028012,highway,short_name,pedestrian,no
159654551,highway,wikidata,footway,no
159654551,highway,wikipedia,footway,no
178469119,highway,parking:lane:left,tertiary,no
178469119,highway,voltage,tertiary,yes
182034212,highway,maxweight,secondary,no
184686130,highway,name:he,tertiary,no
184686130,highway,name:ru,tertiary,no
184686130,highway,name:uk,tertiary,no
188728063,highway,taxi,pedestrian,no
188728063,highway,tourist_bus,pedestrian,no
201475710,highway,hgv,residential,no
201476091,highway,service,footway,no
202162497,highway,name:it,pedestrian,no
202828711,highway,covered,service,no
203960285,highway,fixme,pedestrian,no
212430475,highway,access:conditional,residential,no
307701574,highway,short_name,service,no
361493155,highway,tourist_bus,service,no
377285787,highway,maxheight,service,yes
558262570,highway,layer,steps,yes
558262570,highway,tunnel,steps,no
770658907,highway,colonnade,footway,yes
770658907,highway,covered,footway,no
250556582,highway,button_operated,traffic_signals,yes
564544467,highway,check_date:crossing,crossing,yes
564544469,highway,kerb:left,crossing,yes
564544469,highway,kerb:right,crossing,yes
1521708725,highway,wheelchair,crossing,yes
1818653157,highway,crossing_ref,traffic_signals,no
2152458938,highway,access,crossing,no
2152458938,highway,barrier,crossing,yes
5735235923,highway,source,crossing,no
15462199,highway,tourist_bus,residential,no
22716435,highway,psv,residential,no
23173402,highway,lanes,pedestrian,no
37732450,highway,name:lt,pedestrian,no
37763118,highway,alt_name,pedestrian,no
42083710,highway,maxheight,service,yes
42083710,highway,source:maxheight,service,no
44414021,highway,bicycle,footway,no
44414021,highway,segregated,footway,no
44523267,highway,maxspeed,service,no
51398748,highway,bridge,living_street,no
103137662,highway,wikidata,pedestrian,no
111658030,highway,building:levels,pedestrian,yes
111658030,highway,historic,pedestrian,yes
111702044,highway,wikidata,footway,no
111702044,highway,wikipedia,footway,no
112187428,highway,name:la,pedestrian,no
113507127,highway,foot,steps,no
113507127,highway,step_count,steps,no
118706683,highway,parking:condition:both,residential,no
118706683,highway,parking:lane:both,residential,no
138251987,highway,access,residential,no
138251987,highway,horse,residential,no
138251987,highway,wikidata,residential,no
149584625,highway,name:fr,footway,no
155415151,highway,psv,service,no
155415151,highway,vehicle,service,no
188107488,highway,layer,residential,yes
188107488,highway,tunnel,residential,no
272424396,highway,tourism,steps,yes
525779713,highway,name:en,service,no
525779713,highway,name:lt,service,no
603899215,highway,bicycle,service,no
603899215,highway,foot,service,no
603899215,highway,horse,service,no
714756109,highway,level,footway,yes
885160373,highway,motor_vehicle,footway,no
365475871,tourism,name:pl,attraction,no
365475871,tourism,place,attraction,yes
5978649686,tourism,name:it,viewpoint,no
23590989,tourism,inscription,attraction,yes
23590989,tourism,website,attraction,no
23913953,tourism,height,attraction,yes
23913953,tourism,name:pt,attraction,no
23913953,tourism,name:sv,attraction,no
52924046,tourism,name:hu,attraction,no
52924046,tourism,source,attraction,no
131451776,tourism,heritage,attraction,yes
131451776,tourism,historic_1,attraction,yes
131451776,tourism,ruins,attraction,no
668952085,tourism,name:es,hotel,no
1920404978,tourism,alt_name,hotel,no
2122709063,tourism,name:hu,museum,no
2122709063,tourism,name:ru,museum,no
2244914153,tourism,name:en,information,no
2309332158,tourism,addr:floor,hotel,yes
2773251980,tourism,amenity,hotel,yes
2773251980,tourism,cuisine,hotel,yes
3455637510,tourism,addr:suburb,hotel,no
3456447054,tourism,addr:suburb,museum,no
3456447054,tourism,name:es,museum,no
3456447054,tourism,name:fr,museum,no
3456447054,tourism,name:pt,museum,no
3642570266,tourism,name:zh,hotel,no
4283193010,tourism,payment:coins,hotel,no
4284189097,tourism,fax,guest_house,yes
4284189097,tourism,name:it,guest_house,no
4450594029,tourism,indoor,attraction,yes
4623208190,tourism,opening_hours,hotel,no
4626599568,tourism,phone:mobile,guest_house,yes
4640753089,tourism,internet_access:fee,guest_house,no
4640913289,tourism,name:en,hostel,no
4806269688,tourism,description,artwork,no
4806269688,tourism,description:hu,artwork,no
4806269688,tourism,name:hu,artwork,no
5031886323,tourism,name:de,hotel,no
5169965890,tourism,source,guest_house,no
5383085694,tourism,memorial,attraction,yes
5560701921,tourism,addr:postcode,apartment,no
5579169621,tourism,name:en,hotel,no
5730658125,tourism,addr:city,information,no
5730658125,tourism,email,information,yes
5730658125,tourism,operator,information,no
5730658125,tourism,source,information,no
5730658125,tourism,website,information,no
5967478886,tourism,name:ru,hotel,no
6008484381,tourism,name,apartment,no
6173284185,tourism,name:ko,information,no
6173351210,tourism,contact:instagram,hostel,no
6173351210,tourism,phone,hostel,yes
6173351210,tourism,ref:vatin,hostel,no
6212713285,tourism,addr:postcode,attraction,no
6227939485,tourism,name:pl,hotel,no
6232768621,tourism,addr:unit,hotel,no
6232768621,tourism,payment:cash,hotel,no
6232768621,tourism,payment:credit_cards,hotel,no
6232768621,tourism,payment:visa_debit,hotel,no
6232768621,tourism,payment:visa_electron,hotel,no
6242722715,tourism,name:ca,artwork,no
6242722715,tourism,name:de,artwork,no
6242722715,tourism,name:es,artwork,no
6242722715,tourism,name:fr,artwork,no
6242722715,tourism,name:nl,artwork,no
6384863485,tourism,addr:housenumber,apartment,no
6384863485,tourism,addr:street,apartment,no
6563065029,tourism,charge,museum,no
6707737818,tourism,image,artwork,yes
6782498329,tourism,level,guest_house,yes
6782516460,tourism,bar,hotel,yes
7197897939,tourism,contact:email,hostel,no
7197897939,tourism,contact:website,hostel,no
7197897939,tourism,rooms,hostel,no
8899039132,tourism,payment:bitcoincash,hotel,no
9329296866,tourism,ref:vatin,hotel,no
9551930951,tourism,guest_house,guest_house,no
9551930951,tourism,rooms,guest_house,no
23442671,tourism,addr:housenumber,attraction,no
23442671,tourism,castle_type,attraction,no
23442671,tourism,phone,attraction,yes
51930840,tourism,wheelchair,museum,no
53137926,tourism,description,museum,no
54044477,tourism,service_times,attraction,yes
131235448,tourism,contact:facebook,museum,no
134400816,tourism,area:highway,attraction,yes
134400816,tourism,name:da,attraction,no
134400816,tourism,name:ko,attraction,no
134400816,tourism,name:nl,attraction,no
134400816,tourism,name:tr,attraction,no
134400816,tourism,name:uk,attraction,no
198947251,tourism,wikipedia,hotel,no
201374573,tourism,loc_name,attraction,no
201374573,tourism,short_name,attraction,no
201482365,tourism,architect,attraction,no
201482365,tourism,name:cs,attraction,no
201568922,tourism,name:la,attraction,no
201568922,tourism,name:pt,attraction,no
201568922,tourism,note,attraction,no
201568922,tourism,operator,attraction,no
201568922,tourism,start_date,attraction,no
201626628,tourism,contact:instagram,hotel,no
201626628,tourism,official_name,hotel,no
201626628,tourism,opening_date,hotel,yes
202121644,tourism,building,artwork,yes
202121644,tourism,man_made,artwork,yes
202121644,tourism,name:zh,artwork,no
202121644,tourism,source,artwork,no
202121644,tourism,wikipedia,artwork,no
204019467,tourism,award:hotelstars,hotel,yes
204019467,tourism,spa,hotel,yes
2419664831,tourism,access,attraction,no
2419664831,tourism,entrance,attraction,yes
2514765554,tourism,wheelchair,artwork,no
5737556391,tourism,material,artwork,no
5737557524,tourism,level,museum,yes
5737557524,tourism,source,museum,no
6897263480,tourism,level,information,yes
23952183,tourism,description,attraction,no
23952183,tourism,description:hu,attraction,no
23952183,tourism,loc_name,attraction,no
35027800,tourism,building:levels,museum,yes
35027800,tourism,museum,museum,no
35027800,tourism,name:lt,museum,no
35027800,tourism,name:zh,museum,no
35027800,tourism,roof:shape,museum,no
44522478,tourism,alt_name,museum,no
44522478,tourism,alt_name:ru,museum,no
112137587,tourism,opening_hours,museum,no
112137587,tourism,toilets:wheelchair,museum,no
112137587,tourism,website,museum,no
117968816,tourism,architect:wikidata,attraction,no
117968816,tourism,building:part,attraction,yes
117968816,tourism,min_height,attraction,yes
117968816,tourism,roof:colour,attraction,no
117968816,tourism,roof:height,attraction,yes
117968816,tourism,roof:shape,attraction,no
205541334,tourism,alt_name,attraction,no
205541334,tourism,alt_name:de,attraction,no
205541334,tourism,alt_name:mk,attraction,no
205541334,tourism,alt_name:vi,attraction,no
205541334,tourism,alt_name:zh,attraction,no
205541334,tourism,building:architecture,attraction,yes
205541334,tourism,building:material,attraction,yes
205541334,tourism,fax,attraction,yes
205541334,tourism,name:be,attraction,no
205541334,tourism,name:pt,attraction,no
205541334,tourism,name:vi,attraction,no
205541334,tourism,official_name,attraction,no
205541334,tourism,phone,attraction,yes
205541334,tourism,service_times,attraction,yes
205541334,tourism,start_date,attraction,no
205541334,tourism,website,attraction,no
205541334,tourism,wikimedia_commons,attraction,no
215289671,tourism,name:ca,attraction,no
215289671,tourism,name:el,attraction,no
244928138,tourism,drinking_water,attraction,yes
244928138,tourism,natural,attraction,yes
255959482,tourism,importance,museum,yes
272424396,tourism,access,artwork,no
272424396,tourism,highway,artwork,yes
272424396,tourism,incline,artwork,yes
272424396,tourism,indoor,artwork,yes
272424396,tourism,layer,artwork,yes
568345929,tourism,name:la,artwork,no
657433410,tourism,building,information,yes
657433410,tourism,building:levels,information,yes
657433410,tourism,shop,information,yes
