id,alpha,alphap,beta,error
132534302,building,old_name,yes,no
144941535,building,description,yes,no
224509620,building,lying_down,yes,yes
224509620,building,obstruction:location,yes,yes
224509620,building,obstruction:type,yes,yes
306856267,building,alt_name:de,yes,no
306856267,building,alt_name:en,yes,no
306856267,building,contact:twitter,yes,no
306856267,building,country,yes,yes
306856267,building,diplomatic,yes,yes
306856267,building,embassy,yes,yes
306856267,building,name:ca,yes,no
306856267,building,name:lb,yes,no
306856267,building,office,yes,yes
306856267,building,target,yes,yes
306856476,building,artist_name,yes,yes
306856476,building,artist:wikidata,yes,yes
306856476,building,building:architecture,yes,no
306856476,building,note,yes,no
306856544,building,building:name,yes,no
306856883,building,fax,yes,yes
585972172,building,artwork_type,yes,yes
585972172,building,subject:wikidata,yes,yes
585972172,building,wheelchair:description,yes,yes
963740325,building,building:min_level,yes,no
963740325,building,roof:levels,yes,no
694045674,amenity,brewery,restaurant,no
751802470,amenity,operator,fast_food,yes
751802470,amenity,website,fast_food,no
863002072,amenity,payment:cash,fast_food,no
870247035,amenity,diet:gluten_free,cafe,no
870247035,amenity,email,cafe,yes
870247035,amenity,happy_hours,cafe,no
1113023881,amenity,wikidata,cafe,no
1113023881,amenity,wikipedia,cafe,no
2140364948,amenity,name:fr,restaurant,no
2521208368,amenity,name:fr,fast_food,no
2521208368,amenity,name:nl,fast_food,no
2522239659,amenity,start_date,cafe,no
2522239873,amenity,contact:fax,fast_food,no
2522239873,amenity,diet:kosher,fast_food,no
2522239873,amenity,drive_through,fast_food,no
2594805730,amenity,contact:fax,restaurant,no
3261814416,amenity,internet_access:access,restaurant,no
3574500900,amenity,addr:city:de,cafe,yes
3574500900,amenity,addr:street:de,cafe,yes
3574500900,amenity,brand,cafe,no
3574500900,amenity,brand:wikidata,cafe,no
3574500900,amenity,brand:wikipedia,cafe,no
3574500900,amenity,official_name,cafe,no
3574500900,amenity,operator,cafe,yes
3574500900,amenity,operator:wikidata,cafe,no
3574500900,amenity,toilets,cafe,no
3574500900,amenity,wifi,cafe,no
3976974162,amenity,phone,fast_food,yes
4120117089,amenity,contact:email,pub,no
4120117089,amenity,contact:facebook,pub,no
4323046261,amenity,shop,cafe,yes
4323046262,amenity,contact:facebook,restaurant,no
4333132436,amenity,image:0,restaurant,yes
4352415600,amenity,lgbtq,cafe,no
4352415600,amenity,lgbtq:men,cafe,no
4363261802,amenity,cuisine,pub,no
4370027740,amenity,operator,restaurant,yes
4385023067,amenity,check_date:capacity,bicycle_parking,yes
4414976489,amenity,name:fr,bar,no
4416946090,amenity,source,cafe,no
4440408250,amenity,image,fast_food,yes
4461465163,amenity,disused:craft,cafe,yes
4461465163,amenity,level,cafe,no
4461505040,amenity,opening_hours:signed,bar,yes
4461505045,amenity,shop,restaurant,yes
4461557974,amenity,diet:halal,fast_food,no
4461557974,amenity,short_name,fast_food,no
4516030789,amenity,name:en,bar,no
4560049050,amenity,noname,restaurant,no
4560049050,amenity,note,restaurant,no
4851341922,amenity,capacity,restaurant,no
4851341922,amenity,diet:gluten_free,restaurant,no
4851341922,amenity,diet:halal,restaurant,no
4851341922,amenity,diet:healthy,restaurant,no
4851341922,amenity,diet:organic,restaurant,no
4851341922,amenity,name:en,restaurant,no
5008468723,amenity,fixme,restaurant,no
5008468723,amenity,service:electricity,restaurant,yes
5100092431,amenity,alt_name,pub,no
5111005844,amenity,contact:phone,bar,no
5111005844,amenity,description,bar,no
5352468643,amenity,description,cafe,no
5352468643,amenity,payment:american_express,cafe,no
5352468643,amenity,payment:cash,cafe,no
5352468643,amenity,payment:maestro,cafe,yes
5352468643,amenity,payment:mastercard,cafe,no
5352468643,amenity,payment:visa,cafe,no
5381457321,amenity,payment:american_express,restaurant,no
5381457321,amenity,payment:maestro,restaurant,yes
5381457321,amenity,payment:mastercard,restaurant,no
5381457321,amenity,payment:visa,restaurant,no
6254467923,amenity,wikidata,restaurant,no
6584381139,amenity,official_name,fast_food,no
6952018152,amenity,opening_hours:signed,restaurant,yes
7393652174,amenity,capacity:cargo_bike,bicycle_parking,no
7393652174,amenity,cargo_bike,bicycle_parking,no
7639869792,amenity,locked,bicycle_parking,yes
7692724985,amenity,contact:facebook,bar,no
7692724985,amenity,contact:instagram,bar,no
7692724985,amenity,contact:linkedin,bar,no
7692724985,amenity,outdoor_seating,bar,no
7890421504,amenity,description,bicycle_parking,no
7976089830,amenity,diet:vegan,cafe,no
7976089830,amenity,old_name,cafe,no
8162217457,amenity,access,bench,no
8162217457,amenity,lit,bench,yes
8162217457,amenity,seats,bench,yes
8914556543,amenity,diet:vegan,pub,no
8914556543,amenity,diet:vegetarian,pub,no
8914556543,amenity,outdoor_seating,pub,no
8914556543,amenity,toilets,pub,no
8914556543,amenity,toilets:access,pub,no
8914556543,amenity,toilets:description,pub,yes
8914556543,amenity,toilets:fee,pub,yes
9226870673,amenity,opening_hours:kitchen,restaurant,yes
9376256796,amenity,old_name,restaurant,no
9376256796,amenity,start_date,restaurant,no
244850884,amenity,old_name,pub,no
244955716,amenity,brewery,bar,no
244955716,amenity,craft,bar,yes
244955716,amenity,internet_access,bar,no
244955716,amenity,microbrewery,bar,no
244955722,amenity,alt_name:fr,fast_food,no
244955722,amenity,alt_name:nl,fast_food,no
244955722,amenity,building:levels,fast_food,yes
244955997,amenity,drive_through,restaurant,no
244956004,amenity,sport,pub,yes
244956048,amenity,building,cafe,yes
244956048,amenity,source:geometry:ref,cafe,no
244956048,amenity,source:geometry:version,cafe,no
244956151,amenity,internet_access:fee,pub,no
244956151,amenity,source,pub,no
264142086,amenity,gay,pub,yes
669166052,amenity,indoor,bicycle_parking,yes
875626156,amenity,website,fast_food,no
2333276506,amenity,ref:UrbIS,fast_food,no
2333276696,amenity,takeaway,restaurant,no
2505563864,amenity,diet:vegan,fast_food,no
3118681514,amenity,wheelchair,restaurant,no
3514803688,amenity,outdoor_seating,restaurant,no
3707222819,amenity,fire_hydrant:type,waste_basket,yes
3918196703,amenity,contact:fax,restaurant,no
4376631389,amenity,addr:country,bar,no
4382473335,amenity,drive_through,fast_food,no
4382473335,amenity,layer,fast_food,yes
4382473335,amenity,level,fast_food,no
4382473335,amenity,smoking,fast_food,no
4413702251,amenity,addr:city:fr,fast_food,no
4413702251,amenity,addr:city:nl,fast_food,no
4413702251,amenity,addr:street:fr,fast_food,no
4413702251,amenity,addr:street:nl,fast_food,no
4413803709,amenity,description:fr,restaurant,no
4413933721,amenity,internet_access,restaurant,no
4413952478,amenity,full_name,restaurant,no
4413952478,amenity,payment:cash,restaurant,no
4413952478,amenity,payment:mastercard,restaurant,no
4413952478,amenity,payment:visa,restaurant,no
4440441860,amenity,name:fr,restaurant,no
4440441860,amenity,name:nl,restaurant,no
4560218555,amenity,contact:email,bar,no
4560218555,amenity,contact:website,bar,no
4560218555,amenity,note,bar,no
4666273269,amenity,check_date,waste_basket,no
5100742422,amenity,name:fr,fast_food,no
6262113716,amenity,brewery,bar,no
6262113731,amenity,shop,fast_food,yes
6262113743,amenity,brand,restaurant,no
6262113743,amenity,brand:wikidata,restaurant,no
6262113743,amenity,brand:wikipedia,restaurant,no
9050132787,amenity,entrance,restaurant,yes
306856736,amenity,building,restaurant,yes
306856858,amenity,building,bar,yes
306856858,amenity,ref:UrbIS,bar,no
1490475849,tourism,alt_name,artwork,no
1490475849,tourism,material,artwork,no
1490475849,tourism,name:es,artwork,no
1490475849,tourism,name:ru,artwork,no
1490475849,tourism,start_date,artwork,no
1490475849,tourism,wikidata,artwork,no
1490475849,tourism,wikipedia,artwork,no
1650859265,tourism,addr:street,artwork,no
4757690329,tourism,email,hotel,yes
3517898,tourism,area,attraction,yes
3517898,tourism,bicycle,attraction,yes
3517898,tourism,highway,attraction,yes
3517898,tourism,lit,attraction,yes
3517898,tourism,name:ar,attraction,no
3517898,tourism,name:it,attraction,no
3517898,tourism,name:ja,attraction,no
3517898,tourism,name:la,attraction,no
3517898,tourism,name:language,attraction,yes
3517898,tourism,name:li,attraction,no
3517898,tourism,name:ml,attraction,no
3517898,tourism,name:vls,attraction,no
3517898,tourism,place,attraction,yes
3517898,tourism,surface,attraction,yes
3517898,tourism,toilets:wheelchair,attraction,no
3517898,tourism,wheelchair:description,attraction,no
13494623,tourism,building:levels,attraction,yes
13494623,tourism,loc_name,attraction,no
13494623,tourism,mapillary,attraction,no
13494623,tourism,name:es,attraction,no
13494623,tourism,roof:levels,attraction,yes
28302044,tourism,amenity,attraction,yes
28302044,tourism,denomination,attraction,yes
28302044,tourism,religion,attraction,yes
28302044,tourism,wikipedia:nl,attraction,no
244850845,tourism,alt_name,hotel,no
244850889,tourism,smoking,hotel,no
244850905,tourism,alt_name:en,attraction,no
244850905,tourism,barrier,attraction,yes
244850905,tourism,man_made,attraction,yes
244850905,tourism,tower:type,attraction,yes
244955726,tourism,start_date,attraction,no
244955992,tourism,contact:fax,hotel,no
244955992,tourism,short_name,hotel,no
244955996,tourism,fax,hotel,yes
253568776,tourism,building,artwork,yes
253568776,tourism,historic,artwork,no
253568776,tourism,ref:UrbIS,artwork,no
253568776,tourism,subject:wikidata,artwork,yes
4568950211,tourism,contact:fax,hotel,no
4568950211,tourism,email,hotel,yes
4577510111,tourism,end_date,museum,yes
4577510111,tourism,start_date,museum,no
4577510111,tourism,was:description,museum,yes
4577510111,tourism,was:name,museum,yes
4577510111,tourism,was:shop,museum,yes
4577510111,tourism,was:website,museum,yes
4609557916,tourism,description,museum,yes
5106601921,tourism,alt_name:nl,artwork,no
5106601921,tourism,artwork_subject,artwork,no
5106601921,tourism,colour,artwork,yes
5106601921,tourism,name:it,artwork,no
5598901228,tourism,covered,artwork,yes
5598901228,tourism,material,artwork,no
5598926411,tourism,amenity,artwork,yes
5598926411,tourism,flow_rate,artwork,yes
5598926411,tourism,note,artwork,no
5598926411,tourism,stateofrepair,artwork,yes
5598929477,tourism,official_name,artwork,no
5598929477,tourism,subject:fr,artwork,no
5598929477,tourism,subject:nl,artwork,no
5703053842,tourism,location,artwork,yes
7707020986,tourism,ref,artwork,no
3517898,tourism,area,attraction,yes
3517898,tourism,bicycle,attraction,yes
3517898,tourism,highway,attraction,yes
3517898,tourism,lit,attraction,yes
3517898,tourism,name:ar,attraction,no
3517898,tourism,name:it,attraction,no
3517898,tourism,name:ja,attraction,no
3517898,tourism,name:la,attraction,no
3517898,tourism,name:language,attraction,yes
3517898,tourism,name:pcd,attraction,no
3517898,tourism,place,attraction,yes
3517898,tourism,surface,attraction,yes
3517898,tourism,toilets:wheelchair,attraction,no
3517898,tourism,wheelchair:description,attraction,no
13494346,tourism,addr:city,attraction,no
13494346,tourism,addr:housenumber,attraction,no
13494346,tourism,addr:postcode,attraction,no
13494346,tourism,addr:street,attraction,no
13494346,tourism,amenity,attraction,yes
13494346,tourism,building:levels,attraction,yes
13494346,tourism,name:ko,attraction,no
13494346,tourism,name:sk,attraction,no
13494346,tourism,name:wa,attraction,no
13494346,tourism,townhall:type,attraction,yes
22411052,tourism,alt_name:es,museum,no
22411052,tourism,building,museum,yes
22411052,tourism,historic,museum,no
22411052,tourism,image,museum,yes
22411052,tourism,mapillary,museum,no
22411052,tourism,name:de,museum,no
22411052,tourism,name:es,museum,no
22411052,tourism,name:ru,museum,no
22411052,tourism,ref:UrbIS,museum,no
22411052,tourism,wheelchair,museum,no
132534302,tourism,old_name,hotel,no
306856681,tourism,alt_name:es,attraction,no
306856681,tourism,noaddress,attraction,no
306856681,tourism,shop,attraction,yes
306856681,tourism,source:geometry:ref,attraction,no
306856681,tourism,source:geometry:version,attraction,no
585972172,tourism,building,artwork,yes
585972172,tourism,wheelchair,artwork,no
585972172,tourism,wheelchair:description,artwork,no
972265765,tourism,contact:instagram,hotel,no
972265765,tourism,fax,hotel,yes
972265765,tourism,image,hotel,yes
972265765,tourism,mapillary,hotel,no
972265765,tourism,start_date,hotel,no
972265765,tourism,wheelchair,hotel,no
972265768,tourism,air_conditioning,hotel,no
972265768,tourism,bar,hotel,yes
972265768,tourism,reservation,hotel,no
1009171340,tourism,contact:website,museum,no
1009171340,tourism,museum,museum,no
3324952677,highway,button_operated,crossing,yes
3324952677,highway,traffic_signals:sound,crossing,no
3517898,highway,name:ar,pedestrian,no
3517898,highway,name:en,pedestrian,no
3517898,highway,name:it,pedestrian,no
3517898,highway,name:ja,pedestrian,no
3517898,highway,name:la,pedestrian,no
3517898,highway,name:li,pedestrian,no
3517898,highway,name:ml,pedestrian,no
3517898,highway,name:pcd,pedestrian,no
3517898,highway,name:vls,pedestrian,no
3517898,highway,name:zh,pedestrian,no
3517898,highway,toilets:wheelchair,pedestrian,yes
3517898,highway,tourism,pedestrian,yes
3517898,highway,wheelchair:description,pedestrian,yes
8511544,highway,foot,living_street,no
12359069,highway,oneway:emergency,pedestrian,yes
32885396,highway,loc_name,pedestrian,yes
40581332,highway,wikipedia,living_street,no
115117011,highway,motor_vehicle,pedestrian,no
115117041,highway,name,service,no
115117041,highway,name:fr,service,no
115117041,highway,name:nl,service,no
118814960,highway,bicycle,service,no
118814960,highway,foot,service,no
118814960,highway,motor_vehicle,service,no
118814960,highway,surface,service,no
150275983,highway,lanes,pedestrian,no
244497524,highway,maxheight,service,yes
244497524,highway,tunnel,service,no
256511202,highway,sidewalk,living_street,no
264142252,highway,ref:UrbIS,pedestrian,no
306856230,highway,service,footway,no
306856236,highway,wikidata,footway,no
306856236,highway,wikipedia,footway,no
432891657,highway,tunnel,pedestrian,no
474174361,highway,covered,footway,no
521632202,highway,noname,footway,no
591894649,highway,cycleway,tertiary,no
655433265,highway,ramp,steps,no
655433265,highway,surface,steps,no
697659250,highway,traffic_calming,living_street,no
895707117,highway,tactile_paving,pedestrian,no
3517898,highway,name:ar,pedestrian,no
3517898,highway,name:en,pedestrian,no
3517898,highway,name:it,pedestrian,no
3517898,highway,name:ja,pedestrian,no
3517898,highway,name:la,pedestrian,no
3517898,highway,name:li,pedestrian,no
3517898,highway,name:ml,pedestrian,no
3517898,highway,name:pcd,pedestrian,no
3517898,highway,name:vls,pedestrian,no
3517898,highway,name:zh,pedestrian,no
3517898,highway,place,pedestrian,yes
3517898,highway,toilets:wheelchair,pedestrian,yes
3517898,highway,tourism,pedestrian,yes
3517898,highway,wheelchair,pedestrian,yes
3517898,highway,wheelchair:description,pedestrian,yes
8511521,highway,note,pedestrian,no
8511765,highway,maxspeed,pedestrian,no
8511765,highway,source:maxspeed,pedestrian,yes
14107480,highway,ramp:bicycle,steps,no
14391824,highway,parking:lane:left,pedestrian,no
14391824,highway,parking:lane:right,pedestrian,no
15025711,highway,loc_name:fr,pedestrian,no
15025711,highway,loc_name:nl,pedestrian,no
15029420,highway,motor_vehicle,residential,no
31427453,highway,sidewalk,residential,no
72883890,highway,handrail,footway,no
302399174,highway,route_ref,residential,no
306856230,highway,service,footway,no
440509060,highway,indoor,steps,yes
440509060,highway,level,steps,yes
466949910,highway,description,steps,no
467454432,highway,incline,footway,no
467454432,highway,ramp:bicycle,footway,no
506454643,highway,trail_visibility,footway,no
522225398,highway,layer,steps,yes
522225398,highway,name:etymology:wikidata,steps,no
522225398,highway,name:language,steps,yes
522225398,highway,opening_hours,steps,yes
522225398,highway,wikidata,steps,no
522225398,highway,wikipedia,steps,no
962938229,highway,noname,steps,no
962938229,highway,surface,steps,no
