id,alpha,alphap,beta,error
130102845,tourism,wheelchair:description:de,museum,yes
257081583,tourism,addr:postcode,artwork,no
257081583,tourism,collection_times,artwork,yes
257081583,tourism,operator,artwork,no
257081583,tourism,operator:wikidata,artwork,yes
257081583,tourism,operator:wikipedia,artwork,yes
257081583,tourism,ref,artwork,yes
3303412972,tourism,email,museum,yes
3303412972,tourism,note:fr,museum,yes
5309961080,tourism,addr:housenumber,artwork,yes
5309961080,tourism,addr:street,artwork,no
7251588780,tourism,addr:country,hotel,no
7251588780,tourism,opening_hours,hotel,no
4208595,tourism,alt_name:cs,attraction,no
4208595,tourism,dog,attraction,no
4208595,tourism,name:cs,attraction,no
4208595,tourism,name:fi,attraction,no
4208595,tourism,name:it,attraction,no
4208595,tourism,name:ko,attraction,no
4208595,tourism,name:pl,attraction,no
4208595,tourism,name:pt,attraction,no
4208595,tourism,name:ru,attraction,no
4208595,tourism,opening_hours,attraction,no
64955027,tourism,alt_name,attraction,no
64955027,tourism,alt_name:de,attraction,no
64955027,tourism,building:levels,attraction,yes
64955027,tourism,note,attraction,no
64955027,tourism,ref:FR:CEF,attraction,yes
69872804,tourism,building:use,hotel,yes
69872804,tourism,smoking,hotel,no
69883469,tourism,rooms,hotel,no
69883469,tourism,wifi,hotel,no
106312008,tourism,access,attraction,yes
106312008,tourism,landuse,attraction,yes
106312008,tourism,military,attraction,yes
112452790,tourism,attraction,attraction,no
112452790,tourism,building:colour,attraction,yes
112452790,tourism,comment,attraction,yes
112452790,tourism,name:zh,attraction,no
112452790,tourism,reservation,attraction,no
112452790,tourism,roof:colour,attraction,yes
112452790,tourism,source:building:colour,attraction,yes
112452790,tourism,source:height,attraction,yes
112452790,tourism,source:roof:colour,attraction,yes
148481812,tourism,source:internet_access,attraction,yes
238842785,tourism,building,artwork,yes
238842785,tourism,description:fr,artwork,yes
238842785,tourism,note:fr,artwork,yes
238842785,tourism,sculpture_type,artwork,no
472159547,tourism,name:el,museum,no
472159547,tourism,name:es,museum,no
472159547,tourism,name:ko,museum,no
472159547,tourism,name:zh,museum,no
854459034,tourism,olympicgames,museum,yes
854459034,tourism,alt_name,museum,no
854459034,tourism,architect,museum,no
854459034,tourism,building,museum,yes
854459034,tourism,end_date,museum,yes
854459034,tourism,height,museum,yes
854459034,tourism,note,museum,no
854459034,tourism,operator,museum,no
854459034,tourism,start_date,museum,no
253007446,tourism,created_by,hotel,yes
528275434,tourism,drinking_water,artwork,yes
569109992,tourism,source:date,artwork,no
1789318312,tourism,type,artwork,yes
2422037552,tourism,board_type,artwork,yes
2422037552,tourism,historic,artwork,yes
2422037552,tourism,information,artwork,yes
2422037552,tourism,inscription,artwork,yes
2422037552,tourism,inscription:1,artwork,yes
2422037552,tourism,inscription:2,artwork,yes
2422037552,tourism,inscription:3,artwork,yes
2422037552,tourism,inscription:4,artwork,yes
2422037552,tourism,inscription:5,artwork,yes
2422037552,tourism,memorial,artwork,yes
2422037552,tourism,operator,artwork,no
2422037552,tourism,start_date,artwork,no
2422037552,tourism,title,artwork,yes
2500817410,tourism,contact:phone,hostel,no
2500817410,tourism,contact:website,hostel,no
2500817410,tourism,source,hostel,no
2500817410,tourism,stars,hostel,no
3878790331,tourism,addr:country,hotel,no
3878790331,tourism,addr:housename,hotel,yes
3878790331,tourism,contact:fax,hotel,no
4004469364,tourism,contact:email,hotel,no
4004469364,tourism,contact:website,hotel,no
4044428611,tourism,email,artwork,yes
4044428611,tourism,name:cs,artwork,no
4044428611,tourism,name:en,artwork,no
4044428611,tourism,name:es,artwork,no
4044428611,tourism,name:ko,artwork,no
4044428611,tourism,name:ru,artwork,no
4044428611,tourism,name:zh,artwork,no
4044428611,tourism,website,artwork,no
4721633890,tourism,name:fr,hostel,no
5280576100,tourism,subject:wikidata,information,yes
5512015056,tourism,opening_hours,gallery,no
5512015056,tourism,operator,gallery,no
5935084223,tourism,description,hotel,no
7778255897,tourism,fee,gallery,yes
8610686618,tourism,ref,artwork,no
8610817517,tourism,note,artwork,no
8961420307,tourism,amenity,gallery,yes
8961420307,tourism,cuisine,gallery,yes
9020241823,tourism,fixme,gallery,no
9187872341,tourism,email,gallery,yes
9187872341,tourism,phone,gallery,yes
9442546748,tourism,addr:city,hostel,no
9442546748,tourism,addr:country,hostel,no
9442546748,tourism,addr:postcode,hostel,no
9442546748,tourism,email,hostel,yes
9442546748,tourism,operator,hostel,no
69417387,tourism,amenity,hotel,yes
69417387,tourism,building:levels,hotel,yes
69417387,tourism,cuisine,hotel,yes
69417387,tourism,email,hotel,yes
69417387,tourism,facebook,hotel,yes
69417387,tourism,old_name,hotel,no
69417387,tourism,wikidata,hotel,no
69417387,tourism,wikipedia,hotel,no
912164285,tourism,building,information,yes
912164285,tourism,survey:date,information,no
