id,alpha,alphap,beta,error
1857242572,amenity,network,bank,yes
1981974207,amenity,addr:country,restaurant,no
2206599004,amenity,wheelchair:description,restaurant,no
2495136749,amenity,contact:email,restaurant,no
2689533067,amenity,internet_access:access,cafe,no
2689533067,amenity,internet_access:fee,cafe,no
2689533067,amenity,internet_access:wlan:essid,cafe,no
2689533067,amenity,internet_access:wlan:key,cafe,no
2883863204,amenity,facebook,restaurant,yes
3682008528,amenity,capacity,restaurant,no
3682008528,amenity,contact:facebook,restaurant,no
3682008528,amenity,smoking,restaurant,no
4109806098,amenity,addr:city,bank,no
4109806098,amenity,addr:postcode,bank,no
4109806098,amenity,brand:ca,bank,yes
4140968824,amenity,opening_hours,bank,no
4214806990,amenity,toilets:wheelchair,restaurant,no
4275266931,amenity,delivery,restaurant,no
4383889599,amenity,name:ca,cafe,no
4759169729,amenity,addr:city,fast_food,no
4759169729,amenity,diet:vegan,fast_food,no
4759169729,amenity,phone,fast_food,yes
4776901741,amenity,wheelchair,bank,no
4955199925,amenity,name:fr,pharmacy,no
5138391922,amenity,brand,cafe,no
5138391922,amenity,brand:wikidata,cafe,no
5138391922,amenity,brand:wikipedia,cafe,no
5138391922,amenity,takeaway,cafe,no
5174964823,amenity,name:en,restaurant,no
5335520121,amenity,name:en,fast_food,no
5849948028,amenity,email,restaurant,yes
6126172785,amenity,opening_hours,pharmacy,no
6326792287,amenity,description:es,fast_food,yes
6326792287,amenity,email,fast_food,yes
6326792287,amenity,facebook,fast_food,yes
6326792287,amenity,operator,fast_food,yes
6790695789,amenity,outdoor_seating,restaurant,no
7004598841,amenity,outdoor_seating,cafe,no
7004598841,amenity,toilets,cafe,no
5277894504,highway,bench,platform,no
5277894504,highway,bin,platform,no
5277894504,highway,lit,platform,no
5277894504,highway,tactile_paving,platform,no
5597374300,highway,network:short,bus_stop,yes
5597374300,highway,network:wikidata,bus_stop,no
5597374300,highway,network:wikipedia,bus_stop,no
5769089532,highway,button_operated,traffic_signals,yes
5769089532,highway,traffic_signals:sound,traffic_signals,no
5769089532,highway,traffic_signals:vibration,traffic_signals,no
8544732830,highway,traffic_signals,traffic_signals,no
41381595,highway,bridge,secondary,no
41381595,highway,layer,secondary,yes
51718067,highway,bicycle,footway,no
51718067,highway,segregated,footway,no
261507829,highway,short_name,residential,no
287062274,highway,sidewalk,residential,no
288786004,highway,turn:lanes,cycleway,no
373741741,highway,service,pedestrian,no
440740417,highway,cycleway:surface,cycleway,no
440740417,highway,footway:surface,cycleway,no
440740424,highway,parking:lane:both,residential,no
440740424,highway,width,residential,no
443607821,highway,motor_vehicle,cycleway,no
460636140,highway,layer,service,yes
460636140,highway,level,service,yes
465501041,highway,access,pedestrian,no
474844789,highway,motor_vehicle,service,no
547720718,highway,access,footway,no
547720774,highway,tunnel,pedestrian,no
569340374,highway,name,service,no
603446056,highway,motor_vehicle,footway,no
608469124,highway,lanes:backward,residential,no
608469124,highway,lanes:forward,residential,no
685293697,highway,covered,footway,no
862454893,highway,access,living_street,no
894913123,highway,maxspeed:type,living_street,no
930193074,highway,segregated,living_street,no
952700588,highway,fixme,living_street,no
1002592846,highway,tunnel,service,no
983361247,highway,network:wikidata,bus_stop,no
983361247,highway,network:wikipedia,bus_stop,no
2984209674,highway,crossing:island,crossing,no
125812033,highway,parking:lane:both,residential,no
175464299,highway,handrail,steps,no
175464299,highway,incline,steps,no
175464299,highway,step_count,steps,no
175785547,highway,lit,steps,no
294798015,highway,access,residential,no
294798015,highway,bicycle,residential,no
294798015,highway,cycleway,residential,no
784155914,highway,lanes,service,no
784155914,highway,noname,service,no
784155914,highway,width,service,no
804657856,highway,smoothness,cycleway,yes
831182081,highway,foot,cycleway,no
882902021,highway,parking:lane:left,residential,no
882902021,highway,parking:lane:right,residential,no
220144979,tourism,addr:postcode,hotel,no
220144979,tourism,email,hotel,yes
220144979,tourism,fax,hotel,yes
220144979,tourism,phone,hotel,yes
426162448,tourism,addr:housename,hotel,yes
430253348,tourism,description,hotel,no
430253348,tourism,ele,hotel,yes
432381116,tourism,toilets:wheelchair,hotel,no
1722117636,tourism,addr:city,hotel,no
1722117636,tourism,addr:country,hotel,no
1722117636,tourism,email,hotel,yes
1722117636,tourism,internet_access,hotel,no
1722117636,tourism,internet_access:fee,hotel,no
1722117636,tourism,phone,hotel,yes
2393362766,tourism,stars,hotel,no
4646680093,tourism,name:es,hotel,no
366515566,tourism,building,hotel,yes
